,date,county,state,fips,cases,deaths
20468,03-30-2020,Caddo,Louisiana,22017,222,5
20474,03-30-2020,East Baton Rouge,Louisiana,22033,188,9
20483,03-30-2020,Jefferson,Louisiana,22051,838,37
20486,03-30-2020,Lafayette,Louisiana,22055,82,1
20493,03-30-2020,Orleans,Louisiana,22071,1480,86
20501,03-30-2020,St. Bernard,Louisiana,22087,53,2
20503,03-30-2020,St. James,Louisiana,22093,65,3
20504,03-30-2020,St. John the Baptist,Louisiana,22095,75,8
20508,03-30-2020,St. Tammany,Louisiana,22103,186,4
20521,03-30-2020,Cumberland,Maine,23005,154,3
20532,03-30-2020,York,Maine,23031,53,0
20533,03-30-2020,Anne Arundel,Maryland,24003,110,1
20534,03-30-2020,Baltimore,Maryland,24005,186,1
20535,03-30-2020,Baltimore city,Maryland,24510,152,2
20538,03-30-2020,Carroll,Maryland,24013,83,1
20544,03-30-2020,Howard,Maryland,24027,96,1
20546,03-30-2020,Montgomery,Maryland,24031,341,1
20547,03-30-2020,Prince George's,Maryland,24033,294,6
20555,03-30-2020,Barnstable,Massachusetts,25001,173,2
20556,03-30-2020,Berkshire,Massachusetts,25003,162,5
20557,03-30-2020,Bristol,Massachusetts,25005,263,2
20559,03-30-2020,Essex,Massachusetts,25009,653,6
20561,03-30-2020,Hampden,Massachusetts,25013,255,10
20563,03-30-2020,Middlesex,Massachusetts,25017,1141,9
20565,03-30-2020,Norfolk,Massachusetts,25021,628,10
20566,03-30-2020,Plymouth,Massachusetts,25023,380,0
20567,03-30-2020,Suffolk,Massachusetts,25025,1115,6
20568,03-30-2020,Unknown,Massachusetts,00000,491,4
20569,03-30-2020,Worcester,Massachusetts,25027,390,5
20586,03-30-2020,Genesee,Michigan,26049,150,7
20594,03-30-2020,Ingham,Michigan,26065,73,0
20601,03-30-2020,Kent,Michigan,26081,96,1
20605,03-30-2020,Livingston,Michigan,26093,64,2
20606,03-30-2020,Macomb,Michigan,26099,728,27
20616,03-30-2020,Oakland,Michigan,26125,1391,59
20629,03-30-2020,Unknown,Michigan,00000,78,0
20631,03-30-2020,Washtenaw,Michigan,26161,266,6
20632,03-30-2020,Wayne,Michigan,26163,3195,83
20651,03-30-2020,Hennepin,Minnesota,27053,190,6
20699,03-30-2020,DeSoto,Mississippi,28033,77,1
20706,03-30-2020,Hinds,Mississippi,28049,74,0
20764,03-30-2020,Boone,Missouri,29019,59,1
20783,03-30-2020,Jackson,Missouri,29095,56,1
20787,03-30-2020,Kansas City,Missouri,00000,100,0
20812,03-30-2020,St. Charles,Missouri,29183,56,2
20814,03-30-2020,St. Louis,Missouri,29189,366,2
20815,03-30-2020,St. Louis city,Missouri,29510,102,1
20828,03-30-2020,Gallatin,Montana,30031,69,0
20849,03-30-2020,Douglas,Nebraska,31055,104,1
20866,03-30-2020,Clark,Nevada,32003,753,15
20872,03-30-2020,Unknown,Nevada,00000,150,0
20873,03-30-2020,Washoe,Nevada,32031,121,3
20878,03-30-2020,Hillsborough,New Hampshire,33011,91,2
20880,03-30-2020,Rockingham,New Hampshire,33015,116,1
20884,03-30-2020,Bergen,New Jersey,34003,2482,41
20885,03-30-2020,Burlington,New Jersey,34005,178,5
20886,03-30-2020,Camden,New Jersey,34007,200,1
20889,03-30-2020,Essex,New Jersey,34013,1564,36
20890,03-30-2020,Gloucester,New Jersey,34015,89,1
20891,03-30-2020,Hudson,New Jersey,34017,1314,11
20892,03-30-2020,Hunterdon,New Jersey,34019,79,0
20893,03-30-2020,Mercer,New Jersey,34021,249,0
20894,03-30-2020,Middlesex,New Jersey,34023,1123,20
20895,03-30-2020,Monmouth,New Jersey,34025,1030,15
20896,03-30-2020,Morris,New Jersey,34027,720,13
20897,03-30-2020,Ocean,New Jersey,34029,874,12
20898,03-30-2020,Passaic,New Jersey,34031,1091,9
20900,03-30-2020,Somerset,New Jersey,34035,349,14
20901,03-30-2020,Sussex,New Jersey,34037,113,3
20902,03-30-2020,Union,New Jersey,34039,1213,15
20903,03-30-2020,Unknown,New Jersey,00000,3840,7
20904,03-30-2020,Warren,New Jersey,34041,68,2
20905,03-30-2020,Bernalillo,New Mexico,35001,117,3
20923,03-30-2020,Albany,New York,36001,217,1
20935,03-30-2020,Dutchess,New York,36027,392,3
20936,03-30-2020,Erie,New York,36029,443,8
20948,03-30-2020,Monroe,New York,36055,242,6
20950,03-30-2020,Nassau,New York,36059,7344,48
20951,03-30-2020,New York City,New York,36061,38087,914
20954,03-30-2020,Onondaga,New York,36067,180,0
20956,03-30-2020,Orange,New York,36071,1435,3
20960,03-30-2020,Putnam,New York,36079,167,0
20962,03-30-2020,Rockland,New York,36087,2511,8
20963,03-30-2020,Saratoga,New York,36091,105,1
20964,03-30-2020,Schenectady,New York,36093,80,0
20969,03-30-2020,Suffolk,New York,36103,5791,44
20970,03-30-2020,Sullivan,New York,36105,101,0
20972,03-30-2020,Tompkins,New York,36109,66,0
20973,03-30-2020,Ulster,New York,36111,207,1
20977,03-30-2020,Westchester,New York,36119,9326,19
21002,03-30-2020,Durham,North Carolina,37063,106,0
21022,03-30-2020,Mecklenburg,North Carolina,37119,382,1
21048,03-30-2020,Wake,North Carolina,37183,166,0
21091,03-30-2020,Cuyahoga,Ohio,39035,493,4
21098,03-30-2020,Franklin,Ohio,39049,281,2
21103,03-30-2020,Hamilton,Ohio,39061,101,0
21114,03-30-2020,Lorain,Ohio,39093,78,2
21115,03-30-2020,Lucas,Ohio,39095,114,3
21117,03-30-2020,Mahoning,Ohio,39099,117,4
21135,03-30-2020,Summit,Ohio,39153,118,5
21153,03-30-2020,Cleveland,Oklahoma,40027,60,6
21175,03-30-2020,Oklahoma,Oklahoma,40109,134,4
21189,03-30-2020,Tulsa,Oklahoma,40143,65,3
21206,03-30-2020,Marion,Oregon,41047,123,3
21208,03-30-2020,Multnomah,Oregon,41051,100,2
21214,03-30-2020,Washington,Oregon,41067,168,3
21217,03-30-2020,Allegheny,Pennsylvania,42003,290,2
21220,03-30-2020,Berks,Pennsylvania,42011,82,0
21223,03-30-2020,Bucks,Pennsylvania,42017,249,3
21229,03-30-2020,Chester,Pennsylvania,42029,146,0
21236,03-30-2020,Delaware,Pennsylvania,42045,303,4
21244,03-30-2020,Lackawanna,Pennsylvania,42069,62,2
21245,03-30-2020,Lancaster,Pennsylvania,42071,97,2
21248,03-30-2020,Lehigh,Pennsylvania,42077,231,3
21249,03-30-2020,Luzerne,Pennsylvania,42079,150,3
21254,03-30-2020,Monroe,Pennsylvania,42089,182,7
21255,03-30-2020,Montgomery,Pennsylvania,42091,540,5
21257,03-30-2020,Northampton,Pennsylvania,42095,184,5
21260,03-30-2020,Philadelphia,Pennsylvania,42101,1072,7
21273,03-30-2020,Westmoreland,Pennsylvania,42129,55,0
21274,03-30-2020,York,Pennsylvania,42133,54,0
21275,03-30-2020,Unknown,Puerto Rico,00000,174,6
21279,03-30-2020,Providence,Rhode Island,44007,214,0
21280,03-30-2020,Unknown,Rhode Island,00000,106,4
21286,03-30-2020,Beaufort,South Carolina,45013,74,1
21289,03-30-2020,Charleston,South Carolina,45019,123,1
21301,03-30-2020,Greenville,South Carolina,45045,88,1
21305,03-30-2020,Kershaw,South Carolina,45055,99,2
21316,03-30-2020,Richland,South Carolina,45079,135,2
21370,03-30-2020,Davidson,Tennessee,47037,443,3
21413,03-30-2020,Rutherford,Tennessee,47149,57,0
21416,03-30-2020,Shelby,Tennessee,47157,396,1
21419,03-30-2020,Sumner,Tennessee,47165,164,0
21424,03-30-2020,Unknown,Tennessee,00000,109,9
21430,03-30-2020,Williamson,Tennessee,47187,111,0
21439,03-30-2020,Bexar,Texas,48029,157,5
21442,03-30-2020,Brazoria,Texas,48039,61,0
21454,03-30-2020,Collin,Texas,48085,134,1
21459,03-30-2020,Dallas,Texas,48113,549,11
21463,03-30-2020,Denton,Texas,48121,191,3
21472,03-30-2020,Fort Bend,Texas,48157,119,1
21475,03-30-2020,Galveston,Texas,48167,92,0
21483,03-30-2020,Harris,Texas,48201,563,7
21518,03-30-2020,Montgomery,Texas,48339,66,0
21539,03-30-2020,Tarrant,Texas,48439,139,1
21543,03-30-2020,Travis,Texas,48453,206,2
21563,03-30-2020,Davis,Utah,49011,77,1
21567,03-30-2020,Salt Lake,Utah,49035,363,0
21569,03-30-2020,Summit,Utah,49043,176,0
21573,03-30-2020,Utah,Utah,49049,58,0
21580,03-30-2020,Chittenden,Vermont,50007,133,6
21597,03-30-2020,Arlington,Virginia,51013,86,2
21607,03-30-2020,Fairfax,Virginia,51059,225,2
21627,03-30-2020,James City,Virginia,51095,73,3
21632,03-30-2020,Loudoun,Virginia,51107,61,0
21656,03-30-2020,Prince William,Virginia,51153,79,0
21678,03-30-2020,Benton,Washington,53005,101,5
21681,03-30-2020,Clark,Washington,53011,110,6
21687,03-30-2020,Grant,Washington,53025,58,0
21689,03-30-2020,Island,Washington,53029,95,1
21691,03-30-2020,King,Washington,53033,2332,152
21692,03-30-2020,Kitsap,Washington,53035,63,1
21699,03-30-2020,Pierce,Washington,53053,352,6
21701,03-30-2020,Skagit,Washington,53057,101,3
21703,03-30-2020,Snohomish,Washington,53061,1126,30
21704,03-30-2020,Spokane,Washington,53063,140,4
21708,03-30-2020,Whatcom,Washington,53073,116,7
21710,03-30-2020,Yakima,Washington,53077,147,3
21744,03-30-2020,Dane,Wisconsin,55025,183,2
21763,03-30-2020,Milwaukee,Wisconsin,55079,663,10
21779,03-30-2020,Waukesha,Wisconsin,55133,93,0
